time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-11-04T03:12:45.310Z,37.5332,20.5951,10,4.9,mb,,69,2.02,1.42,us,us2000i6kw,2018-11-04T03:47:59.600Z,"29km SW of Mouzaki, Greece",earthquake,6.4,1.9,0.063,78,reviewed,us,us
2018-11-04T03:04:31.670Z,37.2147,20.6999,10,4.6,mb,,102,2.217,1.32,us,us2000i6ks,2018-11-04T03:25:37.040Z,"56km SSW of Lithakia, Greece",earthquake,5.7,1.9,0.1,30,reviewed,us,us
2018-11-04T03:00:56.770Z,40.3961678,-122.0185013,9.58,1.87,md,14,147,0.1529,0.03,nc,nc73106241,2018-11-04T03:41:02.867Z,"13km W of Manton, CA",earthquake,0.43,1.01,0.18,12,automatic,nc,nc
2018-11-04T03:00:08.350Z,28.9604,-97.9084,14.28,2.8,ml,,104,0.136,0.75,us,us2000i6kn,2018-11-04T12:54:02.965Z,"8km N of Karnes City, Texas",earthquake,3.7,7.3,0.181,4,reviewed,us,us
2018-11-04T02:59:24.280Z,33.5073333,-116.8063333,2.6,0.01,ml,14,88,0.08172,0.15,ci,ci38348736,2018-11-04T03:03:12.304Z,"9km NE of Aguanga, CA",earthquake,0.32,0.57,0.093,5,automatic,ci,ci
2018-11-04T02:40:32.790Z,19.283,-68.2985,26,3.12,md,3,239,1.7445,0.31,pr,pr2018308002,2018-11-04T06:13:16.096Z,"78km N of Punta Cana, Dominican Republic",earthquake,4.35,26.17,0.04,3,reviewed,pr,pr
2018-11-04T02:16:12.150Z,36.0223333,-117.8195,0.46,1.08,ml,17,78,0.04069,0.15,ci,ci38348720,2018-11-04T02:19:48.848Z,"12km ESE of Coso Junction, CA",earthquake,0.23,0.39,0.181,19,automatic,ci,ci
2018-11-04T02:14:22.095Z,59.7308,-152.7302,60.4,2.2,ml,,,,1.07,ak,ak20321611,2018-11-04T02:19:10.163Z,"50km W of Anchor Point, Alaska",earthquake,,1.2,,,automatic,ak,ak
2018-11-04T02:10:44.120Z,35.7668,-97.9442,3.58,2.3,mb_lg,,50,0.19,0.3,us,us2000i6kd,2018-11-04T06:39:16.409Z,"5km NNE of Okarche, Oklahoma",earthquake,1,4.3,0.142,13,reviewed,us,us
2018-11-04T02:05:45.640Z,34.1408333,-117.767,2.13,1.63,ml,43,24,0.09217,0.25,ci,ci38348712,2018-11-04T02:32:41.800Z,"4km N of La Verne, CA",earthquake,0.24,0.61,0.144,26,automatic,ci,ci
2018-11-04T01:53:27.620Z,33.482,-116.7895,4.08,0.62,ml,24,39,0.03162,0.2,ci,ci38348696,2018-11-04T01:57:09.698Z,"8km ENE of Aguanga, CA",earthquake,0.3,0.65,0.121,22,automatic,ci,ci
2018-11-04T01:44:44.910Z,18.0186,-67.1765,6,2.47,md,19,211,0.068,0.13,pr,pr2018308000,2018-11-04T04:16:18.925Z,"1km SW of Boqueron, Puerto Rico",earthquake,0.59,0.36,0.31,19,reviewed,pr,pr
2018-11-04T01:41:26.758Z,39.2203,-120.0861,8.1,-0.2,ml,5,83.41,0.034,0.157,nn,nn00664130,2018-11-04T04:27:29.070Z,"3km SW of Tahoe Vista, California",earthquake,,2.4,0,1,reviewed,nn,nn
2018-11-04T01:40:58.151Z,38.3725,-118.5014,14.4,-0.4,ml,5,175.03,0.121,0.1736,nn,nn00664129,2018-11-04T04:24:23.983Z,"20km SSE of Hawthorne, Nevada",earthquake,,5.9,0.26,2,reviewed,nn,nn
2018-11-04T01:38:43.498Z,39.2295,-120.0881,6.9,1.6,ml,25,55.73,0.037,0.1988,nn,nn00664111,2018-11-04T04:21:19.455Z,"3km WSW of Tahoe Vista, California",earthquake,,0.9,0.1,13,reviewed,nn,nn
2018-11-04T01:29:36.900Z,19.2366,-66.3416,28,2.92,md,7,305,0.9808,0.41,pr,pr2018308001,2018-11-04T06:11:45.437Z,"85km N of Brenas, Puerto Rico",earthquake,2.72,25.89,0.18,4,reviewed,pr,pr
2018-11-04T01:25:10.044Z,37.147,-116.6115,4.4,-0.4,ml,6,135.38,0.088,0.1363,nn,nn00664168,2018-11-04T15:36:30.351Z,"29km NNE of Beatty, Nevada",earthquake,,4.7,0.36,6,reviewed,nn,nn
2018-11-04T01:18:06.030Z,-4.5959,130.6736,76.42,4.4,mb,,123,2.29,0.65,us,us2000i6k6,2018-11-04T01:40:35.040Z,"239km SE of Amahai, Indonesia",earthquake,7,10.2,0.149,13,reviewed,us,us
2018-11-04T01:12:05.610Z,33.6798333,-116.8,17.08,1.14,ml,15,101,0.07809,0.23,ci,ci38348680,2018-11-04T01:15:49.427Z,"10km SW of Idyllwild, CA",earthquake,0.6,0.62,0.498,20,automatic,ci,ci
2018-11-04T01:10:25.766Z,40.3151,-119.688,0.9,1.9,ml,15,133.06,0.385,0.2094,nn,nn00664106,2018-11-04T04:12:04.339Z,"39km SW of Gerlach-Empire, Nevada",earthquake,,2.6,0.25,7,reviewed,nn,nn
2018-11-04T01:09:11.860Z,33.5106667,-116.7936667,4.15,0.48,ml,28,37,0.005836,0.24,ci,ci38348672,2018-11-04T01:12:44.894Z,"10km NE of Aguanga, CA",earthquake,0.29,0.69,0.153,15,automatic,ci,ci
2018-11-04T01:01:14.070Z,19.161,-155.476,32.76,1.76,md,47,113,0.01425,0.1,hv,hv70672571,2018-11-04T01:33:34.760Z,"4km S of Pahala, Hawaii",earthquake,0.53,0.66,0.052,22,reviewed,hv,hv
2018-11-04T00:59:20.083Z,38.3758,-118.2428,2.1,0,ml,5,188.73,0.066,0.0916,nn,nn00664126,2018-11-04T03:53:37.536Z,"37km ESE of Hawthorne, Nevada",earthquake,,1.8,0.39,4,reviewed,nn,nn
2018-11-04T00:53:33.364Z,65.0672,-148.6709,6.7,1.2,ml,,,,0.46,ak,ak20321268,2018-11-04T01:04:38.843Z,"39km NW of Ester, Alaska",earthquake,,0.4,,,automatic,ak,ak
2018-11-04T00:44:17.190Z,33.5053333,-116.7935,3.99,0.78,ml,36,35,0.009056,0.18,ci,ci38348648,2018-11-04T00:48:04.509Z,"10km NE of Aguanga, CA",earthquake,0.2,0.52,0.148,26,automatic,ci,ci
2018-11-04T00:37:44.982Z,36.7778,-115.9136,8.2,-0.1,ml,12,207.83,0.032,0.1951,nn,nn00664105,2018-11-04T13:27:22.611Z,"63km N of Pahrump, Nevada",earthquake,,1.5,0.64,6,reviewed,nn,nn
2018-11-04T00:33:18.700Z,38.4998,-118.3665,9.1,-0.1,ml,4,156.52,0.069,0.0541,nn,nn00664125,2018-11-04T03:50:32.698Z,"22km E of Hawthorne, Nevada",earthquake,,4.1,0.12,3,reviewed,nn,nn
2018-11-04T00:22:37.738Z,39.0762,-119.6359,10.2,-0.1,ml,4,148.66,0.031,0.0591,nn,nn00664124,2018-11-04T03:50:32.183Z,"8km ENE of Johnson Lane, Nevada",earthquake,,2.4,0.27,2,reviewed,nn,nn
2018-11-04T00:11:33.750Z,34.1283333,-117.3616667,15.78,0.98,ml,24,49,0.05739,0.2,ci,ci38348632,2018-11-04T00:15:16.585Z,"3km NNE of Rialto, CA",earthquake,0.58,0.89,0.161,26,automatic,ci,ci
2018-11-04T00:00:36.800Z,39.0856,-119.636,10.5,0.2,ml,5,151.78,0.029,0.0747,nn,nn00664123,2018-11-04T03:47:27.451Z,"8km ENE of Johnson Lane, Nevada",earthquake,,1.9,0.39,3,reviewed,nn,nn
2018-11-03T23:58:51.467Z,61.0219,-150.5211,46,1.7,ml,,,,0.41,ak,ak20321267,2018-11-04T00:01:23.448Z,"39km WSW of Anchorage, Alaska",earthquake,,0.8,,,automatic,ak,ak
2018-11-03T23:27:24.590Z,18.2893,-67.875,121,3.27,md,4,335,0.8902,0.36,pr,pr2018307009,2018-11-04T06:09:23.415Z,"64km ESE of Punta Cana, Dominican Republic",earthquake,8.62,7.1,0.04,2,reviewed,pr,pr
2018-11-03T23:21:26.320Z,33.5008333,-116.79,4.29,0.65,ml,29,45,0.01439,0.21,ci,ci38348616,2018-11-03T23:25:09.666Z,"10km NE of Aguanga, CA",earthquake,0.29,0.54,0.096,20,automatic,ci,ci
2018-11-03T23:11:01.370Z,38.8253326,-122.8550034,2.01,0.55,md,9,94,0.002648,0.02,nc,nc73106211,2018-11-03T23:12:40.084Z,"10km WNW of The Geysers, CA",earthquake,0.39,0.6,,1,automatic,nc,nc
2018-11-03T22:58:15.369Z,59.8006,-153.1268,108.5,2.4,ml,,,,0.41,ak,ak20321125,2018-11-03T23:05:12.249Z,"72km W of Anchor Point, Alaska",earthquake,,0.5,,,automatic,ak,ak
2018-11-03T22:53:15.980Z,38.824501,-122.8536682,2.15,1.04,md,15,64,0.003938,0.03,nc,nc73106206,2018-11-03T22:54:50.280Z,"10km WNW of The Geysers, CA",earthquake,0.29,0.6,,1,automatic,nc,nc
2018-11-03T22:52:35.420Z,38.8261681,-122.856163,1.24,1.17,md,14,77,0.01689,0.07,nc,nc73106201,2018-11-04T02:16:03.365Z,"10km WNW of The Geysers, CA",earthquake,0.25,0.51,0.06,5,automatic,nc,nc
2018-11-03T22:51:04.350Z,38.8231659,-122.8546677,2.32,1.04,md,11,140,0.0047,0.03,nc,nc73106196,2018-11-03T22:52:40.832Z,"10km WNW of The Geysers, CA",earthquake,0.38,0.79,,1,automatic,nc,nc
2018-11-03T22:21:43.480Z,-19.6604,-179.959,520.18,4.6,mb,,46,2.679,1.31,us,us2000i6iw,2018-11-03T22:43:17.040Z,"171km NW of Ndoi Island, Fiji",earthquake,6.7,6.4,0.041,176,reviewed,us,us
2018-11-03T22:18:37.840Z,33.493,-116.7996667,3.01,0.33,ml,14,111,0.01933,0.18,ci,ci38348560,2018-11-03T22:22:16.285Z,"8km NE of Aguanga, CA",earthquake,0.54,0.81,0.142,10,automatic,ci,ci
2018-11-03T22:14:47.170Z,18.6043,-64.6435,29,2.97,md,14,338,1.2909,0.46,pr,pr2018307008,2018-11-04T06:37:49.308Z,"29km NNE of Charlotte Amalie, U.S. Virgin Islands",earthquake,4.03,27.94,0.39,13,reviewed,pr,pr
2018-11-03T22:14:24.920Z,-2.9468,119.4081,10,4.4,mb,,115,2.082,0.64,us,us2000i6ip,2018-11-03T22:31:41.040Z,"3km E of Mamasa, Indonesia",earthquake,5.8,1.9,0.13,17,reviewed,us,us
2018-11-03T22:01:08.510Z,38.8223343,-122.8108368,2.84,0.83,md,16,59,0.001215,0.03,nc,nc73106181,2018-11-03T22:02:45.039Z,"7km NW of The Geysers, CA",earthquake,0.25,0.65,0.06,4,automatic,nc,nc
2018-11-03T21:56:20.979Z,60.2629,-152.5224,107.6,2.4,ml,,,,0.86,ak,ak20321110,2018-11-03T22:01:28.396Z,"27km SSE of Redoubt Volcano, Alaska",earthquake,,1.1,,,automatic,ak,ak
2018-11-03T21:39:12.850Z,-2.9603,119.4636,10,4.7,mb,,109,2.06,0.71,us,us2000i6id,2018-11-03T21:58:31.040Z,"9km ESE of Mamasa, Indonesia",earthquake,6,1.8,0.153,13,reviewed,us,us
2018-11-03T21:36:21.080Z,40.2076,77.5934,10,4.9,mww,,64,1.729,0.89,us,us2000i6ia,2018-11-03T21:51:29.040Z,"139km ENE of Arzak, China",earthquake,6,1.8,0.078,16,reviewed,us,us
2018-11-03T21:34:58.413Z,60.2769,-152.1741,80.9,2.1,ml,,,,0.31,ak,ak20320768,2018-11-03T21:39:32.853Z,"39km SE of Redoubt Volcano, Alaska",earthquake,,1.6,,,automatic,ak,ak
2018-11-03T21:21:59.810Z,8.5472,126.8737,10,4.6,mb,,104,1.949,0.79,us,us2000i6il,2018-11-04T04:16:07.040Z,"62km ENE of Hinatuan, Philippines",earthquake,8.2,1.6,0.101,29,reviewed,us,us
2018-11-03T21:18:55.660Z,19.3905,-155.1085,0.36,1.01,md,18,90,0.00266,0.14,hv,hv70672336,2018-11-03T23:13:52.150Z,"13km SSW of Fern Acres, Hawaii",earthquake,0.35,0.11,0.002,5,reviewed,hv,hv
2018-11-03T20:48:08.166Z,64.9778,-147.4438,0,1.4,ml,,,,0.79,ak,ak20320765,2018-11-03T20:53:01.889Z,"20km NE of Fairbanks, Alaska",earthquake,,0.4,,,automatic,ak,ak
2018-11-03T20:36:19.520Z,33.711,-116.8166667,14.37,0.96,ml,34,73,0.08486,0.19,ci,ci38348472,2018-11-03T20:40:02.061Z,"8km ESE of Valle Vista, CA",earthquake,0.26,0.4,0.173,31,automatic,ci,ci
2018-11-03T20:13:10.440Z,33.4976667,-116.7975,2.23,0.69,ml,25,44,0.01486,0.19,ci,ci38348464,2018-11-03T20:16:50.441Z,"9km NE of Aguanga, CA",earthquake,0.27,0.36,0.113,22,automatic,ci,ci
2018-11-03T20:03:36.020Z,-39.4832,-178.7962,6.19,5,mb,,219,2.973,0.56,us,us2000i6he,2018-11-03T20:21:46.040Z,"291km ESE of Gisborne, New Zealand",earthquake,13.1,8.7,0.115,24,reviewed,us,us
2018-11-03T19:47:34.712Z,60.6118,-151.8203,74.5,1.5,ml,,,,0.34,ak,ak20320435,2018-11-03T19:50:57.604Z,"30km WSW of Nikiski, Alaska",earthquake,,1,,,automatic,ak,ak
2018-11-03T19:41:10.170Z,-7.2843,129.15,135.78,4,mb,,73,2.24,0.91,us,us2000i6h7,2018-11-04T03:47:41.040Z,"250km WNW of Saumlaki, Indonesia",earthquake,7.1,9.6,0.157,11,reviewed,us,us
2018-11-03T19:40:00.890Z,33.4875,-116.7963333,2.22,1.43,ml,51,34,0.02503,0.21,ci,ci38348440,2018-11-03T19:50:58.240Z,"8km NE of Aguanga, CA",earthquake,0.2,0.34,0.124,27,automatic,ci,ci
2018-11-03T19:39:52.660Z,33.0926667,-117.1246667,12.3,1.76,ml,22,164,0.1068,0.31,ci,ci38348432,2018-11-03T19:43:57.218Z,"5km SW of Escondido, CA",earthquake,1.39,3.47,0.178,26,automatic,ci,ci
2018-11-03T19:26:52.930Z,17.9245,-67.3733,147,2.93,md,6,322,0.2761,0.31,pr,pr2018307007,2018-11-04T06:17:06.254Z,"20km WSW of Pole Ojea, Puerto Rico",earthquake,5.56,1.8,0.34,2,reviewed,pr,pr
2018-11-03T19:23:49.431Z,69.6124,-144.6204,15.7,3.3,ml,,,,0.75,ak,ak20320427,2018-11-04T01:38:06.040Z,"69km SW of Kaktovik, Alaska",earthquake,,0.7,,,automatic,ak,ak
2018-11-03T19:13:47.081Z,62.5761,-149.8035,59.6,1.8,ml,,,,0.64,ak,ak20320423,2018-11-03T19:21:19.659Z,"32km NNE of Talkeetna, Alaska",earthquake,,0.9,,,automatic,ak,ak
2018-11-03T19:06:24.180Z,36.6651649,-121.2948303,5,1.81,md,18,141,0.05649,0.07,nc,nc73106131,2018-11-03T20:01:03.963Z,"14km S of Tres Pinos, CA",earthquake,0.31,1.53,0.18,15,automatic,nc,nc
2018-11-03T19:04:30.260Z,19.1623333,-155.4756667,33.4,1.75,md,46,107,0.01454,0.1,hv,hv70672191,2018-11-03T22:46:34.790Z,"4km S of Pahala, Hawaii",earthquake,0.55,0.72,0.041,19,reviewed,hv,hv
2018-11-03T19:00:48.174Z,40.2973,-119.7111,6.2,1.4,ml,11,141.45,0.364,0.2177,nn,nn00664085,2018-11-04T02:05:55.651Z,"42km SW of Gerlach-Empire, Nevada",earthquake,,7.2,0.34,6,reviewed,nn,nn
2018-11-03T18:56:29.410Z,19.1591667,-155.4733333,32.39,1.72,md,35,117,0.01124,0.1,hv,hv70672181,2018-11-03T22:02:39.330Z,"5km S of Pahala, Hawaii",earthquake,0.61,0.97,0.039,18,reviewed,hv,hv
2018-11-03T18:54:34.640Z,34.2531667,-118.4138333,7.21,1.59,ml,28,32,0.06627,0.28,ci,ci38348392,2018-11-03T18:58:29.500Z,"4km SE of San Fernando, CA",earthquake,0.43,0.9,0.161,27,automatic,ci,ci
2018-11-03T18:49:07.722Z,38.3864,-118.3253,7,0.1,ml,5,155.53,0.019,0.0781,nn,nn00664099,2018-11-04T02:06:11.463Z,"30km ESE of Hawthorne, Nevada",earthquake,,5,0.17,2,reviewed,nn,nn
2018-11-03T18:42:41.177Z,40.2989,-119.7239,4.9,1.7,ml,18,141.37,0.363,0.259,nn,nn00664079,2018-11-04T02:05:50.839Z,"42km SW of Gerlach-Empire, Nevada",earthquake,,4.8,0.21,7,reviewed,nn,nn
2018-11-03T18:26:06.800Z,39.2754,-118.8165,8.4,0.7,ml,6,157.1,0.439,0.0862,nn,nn00664098,2018-11-04T02:06:09.967Z,"22km S of Fallon, Nevada",earthquake,,41.1,0.11,3,reviewed,nn,nn
2018-11-03T18:24:04.116Z,36.7627,-115.8633,13.4,0.2,ml,22,229.53,0.073,0.1331,nn,nn00664076,2018-11-04T02:05:48.628Z,"62km N of Pahrump, Nevada",earthquake,,1.6,0.3,11,reviewed,nn,nn
2018-11-03T18:00:21.645Z,64.5008,-153.2362,1.6,1.8,ml,,,,0.5,ak,ak20320411,2018-11-03T18:08:23.848Z,"92km SW of Tanana, Alaska",earthquake,,0.5,,,automatic,ak,ak
2018-11-03T17:52:25.935Z,64.4991,-153.2243,3.2,2.9,ml,,,,0.93,ak,ak20320401,2018-11-03T19:22:03.040Z,"92km SW of Tanana, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-11-03T17:51:47.370Z,33.5138333,-116.7991667,3.59,0.54,ml,18,59,0.001763,0.13,ci,ci38348360,2018-11-03T17:55:31.143Z,"10km NE of Aguanga, CA",earthquake,0.28,0.61,0.12,13,automatic,ci,ci
2018-11-03T17:51:44.725Z,59.8327,-153.6486,145.2,2,ml,,,,0.75,ak,ak20320409,2018-11-03T18:46:52.118Z,"71km E of Old Iliamna, Alaska",earthquake,,3.2,,,reviewed,ak,ak
2018-11-03T17:42:51.780Z,33.6755,34.9288,27.7,3.7,mb,,132,1.693,0.6,us,us2000i6lt,2018-11-04T06:15:24.307Z,"42km WNW of Sidon, Lebanon",earthquake,5.6,7.5,0.291,3,reviewed,us,us
2018-11-03T17:21:55.890Z,33.5093333,-116.7975,4.44,0.83,ml,33,37,0.003853,0.14,ci,ci38348320,2018-11-03T17:25:38.966Z,"10km NE of Aguanga, CA",earthquake,0.19,0.33,0.148,28,automatic,ci,ci
2018-11-03T17:16:51.314Z,36.632,-116.9382,6.6,0,ml,7,232.8,0.098,0.1223,nn,nn00664096,2018-11-04T02:06:08.615Z,"34km SSW of Beatty, Nevada",earthquake,,3.3,0.34,7,reviewed,nn,nn
2018-11-03T17:13:42.980Z,33.4893333,-116.788,4.68,1.13,ml,49,34,0.02519,0.21,ci,ci38348312,2018-11-03T17:17:38.915Z,"9km NE of Aguanga, CA",earthquake,0.21,0.49,0.171,27,automatic,ci,ci
2018-11-03T17:13:36.470Z,33.6723333,-117.2456667,9.24,1.03,ml,22,161,0.09688,0.38,ci,ci38348304,2018-11-03T17:17:13.914Z,"8km E of Lake Elsinore, CA",earthquake,1.72,31.61,0.467,6,automatic,ci,ci
2018-11-03T17:02:08.570Z,19.4034996,-155.2813263,0.15,1.8,md,20,35,0.01086,0.11,hv,hv70672071,2018-11-03T17:05:13.900Z,"5km WSW of Volcano, Hawaii",earthquake,0.14,0.18,0.37,18,automatic,hv,hv
2018-11-03T17:00:19.360Z,33.5015,-116.8026667,2.86,0.32,ml,16,110,0.01101,0.16,ci,ci38348280,2018-11-03T17:04:04.582Z,"9km NE of Aguanga, CA",earthquake,0.4,1.09,0.086,8,automatic,ci,ci
2018-11-03T16:34:07.510Z,63.0719,-150.4671,29.4,1.9,ml,,,,1.87,ak,ak20320068,2018-11-03T16:39:28.312Z,"84km WSW of Cantwell, Alaska",earthquake,,0.5,,,automatic,ak,ak
2018-11-03T16:23:06.810Z,33.4925,-116.7846667,4.02,0.48,ml,17,116,0.02376,0.2,ci,ci38348248,2018-11-03T16:26:50.029Z,"9km NE of Aguanga, CA",earthquake,0.42,0.8,0.093,12,automatic,ci,ci
2018-11-03T16:20:28.900Z,36.6860008,-121.3125,4.32,2.9,md,47,64,0.07501,0.07,nc,nc73106096,2018-11-03T23:35:50.656Z,"12km S of Tres Pinos, CA",earthquake,0.16,0.78,0.16,55,automatic,nc,nc
2018-11-03T16:18:36.820Z,33.1209984,-116.9888306,-0.3,1.2,ml,13,102,0.1812,0.45,ci,ci38348240,2018-11-03T16:22:23.008Z,"5km NW of San Pasqual, CA",earthquake,1.18,6.64,0.042,3,automatic,ci,ci
2018-11-03T16:17:03.148Z,40.297,-119.7115,6.2,1.5,ml,10,151.16,0.363,0.204,nn,nn00664069,2018-11-04T02:05:39.947Z,"42km SW of Gerlach-Empire, Nevada",earthquake,,4,0.24,6,reviewed,nn,nn
2018-11-03T16:15:42.855Z,40.2986,-119.7075,0,1.7,ml,13,141.58,0.517,0.2041,nn,nn00664064,2018-11-04T02:05:33.382Z,"41km SW of Gerlach-Empire, Nevada",earthquake,,0,0.08,7,reviewed,nn,nn
2018-11-03T16:14:48.226Z,40.2813,-119.7202,0,1.5,ml,9,140.39,0.513,0.1278,nn,nn00664067,2018-11-04T02:05:35.233Z,"44km SW of Gerlach-Empire, Nevada",earthquake,,0,0.15,5,reviewed,nn,nn
2018-11-03T16:05:47.990Z,33.7738333,-117.2873333,15.09,1.42,ml,13,111,0.1584,0.31,ci,ci38348208,2018-11-03T16:09:29.926Z,"2km WNW of Good Hope, CA",earthquake,1.04,2.04,0.23,14,automatic,ci,ci
2018-11-03T16:03:31.850Z,36.6710014,-121.295166,3.52,2.1,md,30,126,0.06203,0.06,nc,nc73106091,2018-11-03T17:14:02.824Z,"13km S of Tres Pinos, CA",earthquake,0.24,1.33,0.21,25,automatic,nc,nc
2018-11-03T15:58:33.190Z,-3.8056,101.7751,51.13,5.2,mww,,110,3.054,1.1,us,us2000i6f4,2018-11-03T17:33:56.104Z,"54km W of Bengkulu, Indonesia",earthquake,7.2,5.9,0.073,18,reviewed,us,us
2018-11-03T15:55:50.770Z,33.4981667,-116.796,5.7,0.5,ml,17,73,0.08307,0.13,ci,ci38348200,2018-11-03T15:59:33.097Z,"9km NE of Aguanga, CA",earthquake,0.27,1.02,0.142,12,automatic,ci,ci
2018-11-03T15:53:00.180Z,18.1295,-66.9231,28,1.56,md,5,117,0.1692,0.11,pr,pr2018307006,2018-11-03T19:49:45.650Z,"6km NE of Sabana Grande, Puerto Rico",earthquake,0.69,1.58,0.29,5,reviewed,pr,pr
2018-11-03T15:41:09.230Z,36.6566658,-121.2656631,0.21,1.9,md,13,141,0.06036,0.03,nc,nc73106081,2018-11-03T16:31:03.586Z,"16km SSE of Tres Pinos, CA",earthquake,0.46,2.37,0.23,13,automatic,nc,nc
